t 1 2 jL0100 
13.74 0.382292 -0.514548 -1.41403
13.76 0.364303 -0.522169 -1.42149
13.78 0.34632 -0.529634 -1.4286
13.8 0.328346 -0.536942 -1.43534
13.82 0.310385 -0.544092 -1.44173
13.84 0.292442 -0.551084 -1.44776
13.86 0.27452 -0.557916 -1.45343
13.88 0.256623 -0.564587 -1.45874
13.9 0.238755 -0.571098 -1.46369
13.92 0.22092 -0.577447 -1.46829
13.94 0.203122 -0.583634 -1.47253
13.96 0.185365 -0.589657 -1.47642
13.98 0.167653 -0.595518 -1.47995
14 0.14999 -0.601214 -1.48312
14.02 0.132378 -0.606745 -1.48595
14.04 0.114823 -0.612112 -1.48842
14.06 0.0973272 -0.617313 -1.49054
14.08 0.079895 -0.622348 -1.49231
14.1 0.0625299 -0.627217 -1.49374
14.12 0.0452355 -0.63192 -1.49481
14.14 0.0280154 -0.636456 -1.49555
14.16 0.0108731 -0.640825 -1.49593
14.18 -0.00618784 -0.645028 -1.49598
14.2 -0.0231639 -0.649062 -1.49569
14.22 -0.0400517 -0.65293 -1.49506
14.24 -0.0568478 -0.65663 -1.49409
14.26 -0.0735488 -0.660163 -1.49278
14.28 -0.0901514 -0.663528 -1.49114
14.3 -0.106652 -0.666727 -1.48918
14.32 -0.123048 -0.669757 -1.48688
14.34 -0.139336 -0.672621 -1.48426
14.36 -0.155513 -0.675318 -1.48131
14.38 -0.171575 -0.677848 -1.47804
14.4 -0.187519 -0.680212 -1.47444
14.42 -0.203343 -0.682409 -1.47054
14.44 -0.219043 -0.68444 -1.46631
14.46 -0.234617 -0.686306 -1.46177
14.48 -0.250061 -0.688007 -1.45693
14.5 -0.265373 -0.689543 -1.45177
14.52 -0.280549 -0.690915 -1.44631
14.54 -0.295588 -0.692123 -1.44055
14.56 -0.310485 -0.693167 -1.43449
14.58 -0.32524 -0.694049 -1.42813
14.6 -0.339848 -0.694769 -1.42148
14.62 -0.354307 -0.695327 -1.41454
14.64 -0.368616 -0.695724 -1.40731
14.66 -0.38277 -0.695962 -1.3998
14.68 -0.396768 -0.69604 -1.392
14.7 -0.410608 -0.695959 -1.38393
14.72 -0.424286 -0.69572 -1.37558
14.74 -0.437801 -0.695325 -1.36696
14.76 -0.451151 -0.694773 -1.35807
14.78 -0.464332 -0.694066 -1.34891
14.8 -0.477344 -0.693204 -1.3395
14.82 -0.490183 -0.69219 -1.32982
14.84 -0.502848 -0.691022 -1.31989
14.86 -0.515337 -0.689704 -1.30971
14.88 -0.527648 -0.688235 -1.29928
14.9 -0.539778 -0.686616 -1.2886
14.92 -0.551727 -0.68485 -1.27769
14.94 -0.563491 -0.682936 -1.26653
14.96 -0.57507 -0.680877 -1.25515
14.98 -0.586461 -0.678672 -1.24353
15 -0.597664 -0.676325 -1.23169
15.02 -0.608676 -0.673835 -1.21963
15.04 -0.619495 -0.671203 -1.20735
15.06 -0.630121 -0.668432 -1.19485
15.08 -0.640551 -0.665523 -1.18214
15.1 -0.650785 -0.662477 -1.16923
15.12 -0.660821 -0.659295 -1.15611
15.14 -0.670657 -0.655978 -1.1428
15.16 -0.680293 -0.652529 -1.12929
15.18 -0.689727 -0.648948 -1.11559
15.2 -0.698958 -0.645237 -1.1017
15.22 -0.707985 -0.641397 -1.08763
15.24 -0.716807 -0.637431 -1.07338
15.26 -0.725423 -0.633339 -1.05896
15.28 -0.733832 -0.629122 -1.04437
15.3 -0.742032 -0.624784 -1.02961
15.32 -0.750024 -0.620325 -1.01469
15.34 -0.757807 -0.615746 -0.999607
15.36 -0.765379 -0.61105 -0.984375
15.38 -0.772739 -0.606237 -0.968993
15.4 -0.779889 -0.601311 -0.953466
15.42 -0.786825 -0.596272 -0.937799
15.44 -0.793549 -0.591122 -0.921995
15.46 -0.80006 -0.585862 -0.906058
15.48 -0.806357 -0.580496 -0.889994
15.5 -0.81244 -0.575023 -0.873806
15.52 -0.818308 -0.569447 -0.857498
15.54 -0.823962 -0.563768 -0.841075
15.56 -0.829401 -0.557989 -0.824541
15.58 -0.834624 -0.552111 -0.8079
15.6 -0.839632 -0.546136 -0.791157
15.62 -0.844425 -0.540067 -0.774316
15.64 -0.849002 -0.533904 -0.757382
15.66 -0.853364 -0.527651 -0.740358
15.68 -0.85751 -0.521307 -0.723248
15.7 -0.861442 -0.514877 -0.706059
15.72 -0.865158 -0.50836 -0.688792
15.74 -0.868659 -0.50176 -0.671454
15.76 -0.871946 -0.495078 -0.654047
15.78 -0.875018 -0.488316 -0.636577
15.8 -0.877876 -0.481477 -0.619048
15.82 -0.880521 -0.474561 -0.601464
15.84 -0.882952 -0.467571 -0.583829
15.86 -0.885171 -0.460509 -0.566147
15.88 -0.887178 -0.453377 -0.548423
15.9 -0.888973 -0.446176 -0.530661
15.92 -0.890558 -0.43891 -0.512866
15.94 -0.891932 -0.431579 -0.49504
15.96 -0.893096 -0.424186 -0.47719
15.98 -0.894052 -0.416732 -0.459318
16 -0.8948 -0.40922 -0.441429
16.02 -0.895341 -0.401652 -0.423527
16.04 -0.895675 -0.39403 -0.405617
16.06 -0.895805 -0.386355 -0.387702
16.08 -0.89573 -0.37863 -0.369786
16.1 -0.895451 -0.370857 -0.351874
16.12 -0.894971 -0.363037 -0.333969
16.14 -0.894289 -0.355173 -0.316076
16.16 -0.893407 -0.347267 -0.298199
16.18 -0.892327 -0.339321 -0.280341
16.2 -0.891048 -0.331336 -0.262507
16.22 -0.889574 -0.323315 -0.244701
16.24 -0.887904 -0.315259 -0.226926
16.26 -0.886041 -0.307172 -0.209186
16.28 -0.883985 -0.299054 -0.191485
16.3 -0.881739 -0.290908 -0.173828
16.32 -0.879303 -0.282735 -0.156217
16.34 -0.876678 -0.274538 -0.138657
16.36 -0.873868 -0.266319 -0.121151
16.38 -0.870872 -0.258079 -0.103703
16.4 -0.867693 -0.249821 -0.0863174
16.42 -0.864333 -0.241547 -0.0689969
16.44 -0.860792 -0.233258 -0.0517453
16.46 -0.857073 -0.224957 -0.0345664
16.48 -0.853177 -0.216645 -0.0174636
16.5 -0.849106 -0.208324 -0.000440462
16.52 -0.844862 -0.199997 0.0164995
16.54 -0.840447 -0.191665 0.0333529
16.56 -0.835862 -0.18333 0.0501162
16.58 -0.83111 -0.174995 0.0667862
16.6 -0.826191 -0.16666 0.0833595
16.62 -0.821109 -0.158328 0.0998328
16.64 -0.815866 -0.150001 0.116203
16.66 -0.810462 -0.141681 0.132466
16.68 -0.8049 -0.133369 0.14862
16.7 -0.799183 -0.125067 0.164661
16.72 -0.793312 -0.116777 0.180587
16.74 -0.787289 -0.108502 0.196393
16.76 -0.781117 -0.100242 0.212077
16.78 -0.774797 -0.092 0.227637
16.8 -0.768332 -0.0837773 0.243068
16.82 -0.761724 -0.0755757 0.258369
16.84 -0.754975 -0.0673971 0.273536
16.86 -0.748087 -0.0592431 0.288567
16.88 -0.741063 -0.0511155 0.303459
16.9 -0.733905 -0.0430161 0.318209
16.92 -0.726615 -0.0349465 0.332814
16.94 -0.719196 -0.0269084 0.347272
16.96 -0.711649 -0.0189035 0.361581
16.98 -0.703977 -0.0109334 0.375737
17 -0.696183 -0.00299983 0.389739
17.02 -0.688268 0.00489562 0.403584
17.04 -0.680236 0.0127513 0.417269
17.06 -0.672088 0.0205658 0.430793
17.08 -0.663828 0.0283373 0.444152
17.1 -0.655457 0.0360643 0.457345
17.12 -0.646977 0.0437454 0.470369
17.14 -0.638392 0.051379 0.483223
17.16 -0.629704 0.0589635 0.495905
17.18 -0.620916 0.0664976 0.508411
17.2 -0.612029 0.0739797 0.52074
17.22 -0.603046 0.0814083 0.532891
17.24 -0.59397 0.0887822 0.544862
17.26 -0.584804 0.0960998 0.55665
17.28 -0.575549 0.10336 0.568253
17.3 -0.566209 0.110561 0.579671
17.32 -0.556785 0.117701 0.590901
17.34 -0.547282 0.12478 0.601942
17.36 -0.5377 0.131796 0.612792
17.38 -0.528043 0.138748 0.623449
17.4 -0.518313 0.145634 0.633913
17.42 -0.508512 0.152453 0.644181
17.44 -0.498644 0.159204 0.654253
17.46 -0.488711 0.165887 0.664127
17.48 -0.478716 0.172498 0.673801
17.5 -0.46866 0.179038 0.683275
17.52 -0.458547 0.185506 0.692547
17.54 -0.448379 0.191899 0.701616
17.56 -0.438159 0.198218 0.710482
17.58 -0.42789 0.204461 0.719143
17.6 -0.417573 0.210627 0.727597
17.62 -0.407212 0.216714 0.735845
17.64 -0.396808 0.222723 0.743885
17.66 -0.386366 0.228652 0.751717
17.68 -0.375887 0.234499 0.75934
17.7 -0.365373 0.240265 0.766752
17.72 -0.354828 0.245948 0.773954
17.74 -0.344254 0.251547 0.780945
17.76 -0.333653 0.257062 0.787724
17.78 -0.323028 0.262491 0.794291
17.8 -0.312382 0.267834 0.800645
17.82 -0.301716 0.27309 0.806786
17.84 -0.291035 0.278258 0.812714
17.86 -0.280339 0.283337 0.818428
17.88 -0.269632 0.288328 0.823927
17.9 -0.258916 0.293228 0.829213
17.92 -0.248193 0.298038 0.834284
17.94 -0.237467 0.302756 0.839141
17.96 -0.226739 0.307383 0.843783
17.98 -0.216012 0.311917 0.84821
18 -0.205288 0.316357 0.852423
18.02 -0.19457 0.320705 0.856422
18.04 -0.18386 0.324958 0.860206
18.06 -0.173161 0.329116 0.863776
18.08 -0.162474 0.333179 0.867133
18.1 -0.151803 0.337147 0.870275
18.12 -0.14115 0.341019 0.873205
18.14 -0.130517 0.344794 0.875921
18.16 -0.119906 0.348472 0.878426
18.18 -0.109319 0.352053 0.880718
18.2 -0.0987598 0.355536 0.882799
18.22 -0.0882295 0.358922 0.884668
18.24 -0.0777307 0.362209 0.886328
18.26 -0.0672655 0.365398 0.887778
18.28 -0.0568362 0.368488 0.889019
18.3 -0.046445 0.37148 0.890052
18.32 -0.0360941 0.374372 0.890877
18.34 -0.0257855 0.377165 0.891496
18.36 -0.0155215 0.379858 0.891909
18.38 -0.00530422 0.382453 0.892117
18.4 0.00486434 0.384947 0.892121
18.42 0.0149821 0.387342 0.891923
18.44 0.0250469 0.389636 0.891522
18.46 0.0350568 0.391832 0.890921
18.48 0.0450098 0.393927 0.89012
18.5 0.0549039 0.395922 0.889121
18.52 0.0647371 0.397818 0.887925
18.54 0.0745075 0.399614 0.886532
18.56 0.0842132 0.40131 0.884945
18.58 0.0938523 0.402907 0.883164
18.6 0.103423 0.404404 0.881191
18.62 0.112923 0.405802 0.879027
18.64 0.122351 0.407101 0.876675
18.66 0.131705 0.408301 0.874134
18.68 0.140984 0.409402 0.871407
18.7 0.150185 0.410405 0.868495
18.72 0.159307 0.41131 0.8654
18.74 0.168348 0.412117 0.862123
18.76 0.177307 0.412826 0.858667
18.78 0.186181 0.413437 0.855032
18.8 0.19497 0.413952 0.85122
18.82 0.203671 0.41437 0.847233
18.84 0.212284 0.414692 0.843074
18.86 0.220806 0.414918 0.838743
18.88 0.229237 0.415048 0.834242
18.9 0.237573 0.415084 0.829574
18.92 0.245816 0.415025 0.82474
18.94 0.253962 0.414872 0.819742
18.96 0.26201 0.414625 0.814582
18.98 0.269959 0.414285 0.809262
19 0.277809 0.413853 0.803784
19.02 0.285556 0.413328 0.79815
19.04 0.293201 0.412713 0.792363
19.06 0.300742 0.412006 0.786423
19.08 0.308177 0.411209 0.780334
19.1 0.315506 0.410323 0.774097
19.12 0.322728 0.409348 0.767714
19.14 0.329841 0.408284 0.761188
19.16 0.336844 0.407133 0.754521
19.18 0.343736 0.405894 0.747715
19.2 0.350516 0.40457 0.740773
19.22 0.357184 0.40316 0.733695
19.24 0.363737 0.401665 0.726486
19.26 0.370176 0.400086 0.719147
19.28 0.376499 0.398424 0.71168
19.3 0.382706 0.39668 0.704087
19.32 0.388796 0.394854 0.696372
19.34 0.394767 0.392947 0.688536
19.36 0.400619 0.39096 0.680582
19.38 0.406351 0.388894 0.672512
19.4 0.411963 0.386749 0.664329
19.42 0.417454 0.384527 0.656035
19.44 0.422823 0.382229 0.647632
19.46 0.42807 0.379854 0.639123
19.48 0.433194 0.377405 0.63051
19.5 0.438194 0.374883 0.621796
19.52 0.44307 0.372287 0.612983
19.54 0.447822 0.369619 0.604074
19.56 0.452448 0.366881 0.595071
19.58 0.456949 0.364072 0.585977
19.6 0.461324 0.361194 0.576794
19.62 0.465573 0.358249 0.567524
19.64 0.469695 0.355236 0.558172
19.66 0.473691 0.352157 0.548737
19.68 0.477558 0.349013 0.539225
19.7 0.481299 0.345805 0.529636
19.72 0.484912 0.342534 0.519974
19.74 0.488396 0.339202 0.51024
19.76 0.491753 0.335808 0.500439
19.78 0.494982 0.332355 0.490571
19.8 0.498082 0.328843 0.48064
19.82 0.501053 0.325274 0.470649
19.84 0.503897 0.321647 0.460599
19.86 0.506612 0.317966 0.450494
19.88 0.509198 0.31423 0.440335
19.9 0.511656 0.310441 0.430127
19.92 0.513985 0.3066 0.41987
19.94 0.516187 0.302709 0.409568
19.96 0.51826 0.298767 0.399223
19.98 0.520205 0.294777 0.388839
20 0.522022 0.290739 0.378416
