t 1 
0 -0.714286 
0.08 -0.510204 
0.16 -0.364431 
0.24 -0.260308 
0.32 -0.185934 
0.4 -0.13281 
0.48 -0.0948645 
0.56 -0.0677604 
0.64 -0.0484003 
0.72 -0.0345716 
0.8 -0.024694 
