t 1 
0 1
0.08 0.652174
0.16 0.445495
0.24 0.29748
0.32 0.199594
0.4 0.1337
0.48 0.0895967
0.56 0.0600343
0.64 0.0402274
0.72 0.026955
0.8 0.0180617
