t 1 2 jL0100 
13.12 0.877878 -0.174663 -0.906292 
13.14 0.863121 -0.185705 -0.923554 
13.16 0.848244 -0.19665 -0.940519 
13.18 0.83325 -0.207494 -0.957184 
13.2 0.818144 -0.218235 -0.973547 
13.22 0.802929 -0.228872 -0.989605 
13.24 0.78761 -0.239403 -1.00536 
13.26 0.772191 -0.249826 -1.0208 
13.28 0.756675 -0.26014 -1.03593 
13.3 0.741066 -0.270341 -1.05076 
13.32 0.72537 -0.280429 -1.06526 
13.34 0.709589 -0.290402 -1.07946 
13.36 0.693727 -0.300258 -1.09333 
13.38 0.677789 -0.309996 -1.10689 
13.4 0.661779 -0.319614 -1.12012 
13.42 0.645701 -0.32911 -1.13304 
13.44 0.629558 -0.338484 -1.14563 
13.46 0.613355 -0.347732 -1.15789 
13.48 0.597095 -0.356855 -1.16984 
13.5 0.580783 -0.36585 -1.18145 
13.52 0.564423 -0.374716 -1.19274 
13.54 0.548018 -0.383452 -1.2037 
13.56 0.531572 -0.392056 -1.21433 
13.58 0.51509 -0.400528 -1.22463 
13.6 0.498575 -0.408865 -1.2346 
13.62 0.482032 -0.417067 -1.24425 
13.64 0.465463 -0.425133 -1.25355 
13.66 0.448874 -0.433061 -1.26253 
13.68 0.432267 -0.440851 -1.27118 
13.7 0.415647 -0.448501 -1.27949 
13.72 0.399018 -0.45601 -1.28747 
13.74 0.382383 -0.463377 -1.29512 
13.76 0.365747 -0.470602 -1.30243 
13.78 0.349112 -0.477683 -1.30942 
13.8 0.332483 -0.484619 -1.31607 
13.82 0.315864 -0.49141 -1.32238 
13.84 0.299258 -0.498056 -1.32837 
13.86 0.282668 -0.504554 -1.33402 
13.88 0.266099 -0.510904 -1.33934 
13.9 0.249555 -0.517107 -1.34433 
13.92 0.233038 -0.52316 -1.34899 
13.94 0.216553 -0.529064 -1.35333 
13.96 0.200103 -0.534818 -1.35733 
13.98 0.183691 -0.540421 -1.361 
14 0.167322 -0.545873 -1.36435 
14.02 0.150998 -0.551174 -1.36737 
14.04 0.134723 -0.556322 -1.37006 
14.06 0.118501 -0.561318 -1.37243 
14.08 0.102334 -0.566161 -1.37448 
14.1 0.0862272 -0.570851 -1.3762 
14.12 0.0701829 -0.575388 -1.37761 
14.14 0.0542044 -0.579771 -1.37869 
14.16 0.0382953 -0.584 -1.37946 
14.18 0.0224587 -0.588075 -1.37991 
14.2 0.00669777 -0.591996 -1.38004 
14.22 -0.0089842 -0.595763 -1.37986 
14.24 -0.0245841 -0.599375 -1.37937 
14.26 -0.0400988 -0.602833 -1.37857 
14.28 -0.0555252 -0.606137 -1.37746 
14.3 -0.0708602 -0.609286 -1.37604 
14.32 -0.0861009 -0.612281 -1.37432 
14.34 -0.101244 -0.615122 -1.37229 
14.36 -0.116288 -0.617809 -1.36997 
14.38 -0.131228 -0.620342 -1.36734 
14.4 -0.146061 -0.622722 -1.36442 
14.42 -0.160787 -0.624948 -1.36121 
14.44 -0.1754 -0.627021 -1.3577 
14.46 -0.189899 -0.628942 -1.3539 
14.48 -0.204281 -0.630709 -1.34981 
14.5 -0.218544 -0.632325 -1.34544 
14.52 -0.232684 -0.633789 -1.34079 
14.54 -0.246699 -0.635102 -1.33586 
14.56 -0.260586 -0.636265 -1.33064 
14.58 -0.274344 -0.637277 -1.32516 
14.6 -0.287969 -0.638139 -1.3194 
14.62 -0.301459 -0.638852 -1.31337 
14.64 -0.314813 -0.639417 -1.30707 
14.66 -0.328026 -0.639834 -1.30051 
14.68 -0.341098 -0.640104 -1.29369 
14.7 -0.354025 -0.640227 -1.28661 
14.72 -0.366807 -0.640204 -1.27927 
14.74 -0.37944 -0.640036 -1.27168 
14.76 -0.391922 -0.639724 -1.26385 
14.78 -0.404252 -0.639269 -1.25576 
14.8 -0.416427 -0.638671 -1.24743 
14.82 -0.428446 -0.637931 -1.23886 
14.84 -0.440306 -0.63705 -1.23006 
14.86 -0.452006 -0.636029 -1.22102 
14.88 -0.463543 -0.634869 -1.21175 
14.9 -0.474917 -0.633571 -1.20225 
14.92 -0.486125 -0.632136 -1.19253 
14.94 -0.497165 -0.630565 -1.18258 
14.96 -0.508036 -0.628859 -1.17242 
14.98 -0.518737 -0.627019 -1.16205 
15 -0.529265 -0.625047 -1.15146 
15.02 -0.53962 -0.622942 -1.14067 
15.04 -0.549799 -0.620708 -1.12967 
15.06 -0.559802 -0.618343 -1.11848 
15.08 -0.569626 -0.615851 -1.10708 
15.1 -0.579272 -0.613232 -1.0955 
15.12 -0.588736 -0.610487 -1.08372 
15.14 -0.598019 -0.607617 -1.07176 
15.16 -0.607119 -0.604625 -1.05962 
15.18 -0.616035 -0.60151 -1.0473 
15.2 -0.624765 -0.598275 -1.03481 
15.22 -0.63331 -0.594921 -1.02214 
15.24 -0.641667 -0.591449 -1.00931 
15.26 -0.649836 -0.587861 -0.996309 
15.28 -0.657816 -0.584158 -0.983153 
15.3 -0.665606 -0.580341 -0.96984 
15.32 -0.673205 -0.576412 -0.956376 
15.34 -0.680613 -0.572373 -0.942764 
15.36 -0.687829 -0.568224 -0.929007 
15.38 -0.694851 -0.563967 -0.91511 
15.4 -0.701681 -0.559605 -0.901077 
15.42 -0.708316 -0.555137 -0.886911 
15.44 -0.714757 -0.550567 -0.872615 
15.46 -0.721003 -0.545895 -0.858195 
15.48 -0.727054 -0.541123 -0.843654 
15.5 -0.732909 -0.536253 -0.828996 
15.52 -0.738568 -0.531286 -0.814225 
15.54 -0.74403 -0.526224 -0.799344 
15.56 -0.749296 -0.521068 -0.784358 
15.58 -0.754365 -0.515821 -0.769271 
15.6 -0.759237 -0.510483 -0.754086 
15.62 -0.763912 -0.505057 -0.738808 
15.64 -0.76839 -0.499544 -0.72344 
15.66 -0.772671 -0.493946 -0.707987 
15.68 -0.776754 -0.488265 -0.692452 
15.7 -0.780641 -0.482501 -0.676839 
15.72 -0.784331 -0.476658 -0.661152 
15.74 -0.787824 -0.470737 -0.645396 
15.76 -0.791121 -0.464738 -0.629573 
15.78 -0.794221 -0.458666 -0.613689 
15.8 -0.797126 -0.45252 -0.597746 
15.82 -0.799835 -0.446303 -0.58175 
15.84 -0.802348 -0.440016 -0.565703 
15.86 -0.804667 -0.433662 -0.549609 
15.88 -0.806792 -0.427242 -0.533473 
15.9 -0.808723 -0.420757 -0.517299 
15.92 -0.810461 -0.414211 -0.50109 
15.94 -0.812005 -0.407603 -0.48485 
15.96 -0.813358 -0.400938 -0.468583 
15.98 -0.81452 -0.394215 -0.452292 
16 -0.815491 -0.387437 -0.435982 
16.02 -0.816272 -0.380606 -0.419657 
16.04 -0.816864 -0.373723 -0.40332 
16.06 -0.817267 -0.366791 -0.386974 
16.08 -0.817484 -0.359811 -0.370625 
16.1 -0.817513 -0.352785 -0.354274 
16.12 -0.817358 -0.345715 -0.337927 
16.14 -0.817017 -0.338603 -0.321587 
16.16 -0.816493 -0.33145 -0.305257 
16.18 -0.815787 -0.324259 -0.288941 
16.2 -0.814899 -0.31703 -0.272643 
16.22 -0.813831 -0.309767 -0.256367 
16.24 -0.812584 -0.30247 -0.240115 
16.26 -0.811159 -0.295142 -0.223892 
16.28 -0.809558 -0.287785 -0.207701 
16.3 -0.80778 -0.2804 -0.191545 
16.32 -0.805829 -0.272989 -0.175428 
16.34 -0.803705 -0.265554 -0.159354 
16.36 -0.80141 -0.258097 -0.143326 
16.38 -0.798944 -0.250619 -0.127347 
16.4 -0.79631 -0.243122 -0.111421 
16.42 -0.793509 -0.235609 -0.0955508 
16.44 -0.790542 -0.228081 -0.07974 
16.46 -0.787411 -0.220539 -0.0639917 
16.48 -0.784118 -0.212986 -0.0483094 
16.5 -0.780663 -0.205423 -0.0326961 
16.52 -0.77705 -0.197852 -0.0171551 
16.54 -0.773278 -0.190274 -0.00168955 
16.56 -0.76935 -0.182693 0.0136975 
16.58 -0.765268 -0.175108 0.0290028 
16.6 -0.761033 -0.167523 0.0442235 
16.62 -0.756647 -0.159938 0.0593564 
16.64 -0.752112 -0.152356 0.0743986 
16.66 -0.747429 -0.144778 0.0893472 
16.68 -0.742601 -0.137206 0.104199 
16.7 -0.737629 -0.129641 0.118952 
16.72 -0.732516 -0.122086 0.133602 
16.74 -0.727262 -0.114541 0.148147 
16.76 -0.72187 -0.107009 0.162585 
16.78 -0.716342 -0.0994912 0.176912 
16.8 -0.71068 -0.0919891 0.191125 
16.82 -0.704885 -0.0845044 0.205223 
16.84 -0.69896 -0.0770389 0.219202 
16.86 -0.692907 -0.0695939 0.23306 
16.88 -0.686728 -0.0621711 0.246795 
16.9 -0.680424 -0.0547722 0.260403 
16.92 -0.673999 -0.0473986 0.273883 
16.94 -0.667453 -0.0400519 0.287232 
16.96 -0.660789 -0.0327336 0.300448 
16.98 -0.65401 -0.0254452 0.313528 
17 -0.647117 -0.0181882 0.326471 
17.02 -0.640112 -0.0109642 0.339273 
17.04 -0.632998 -0.00377457 0.351933 
17.06 -0.625776 0.00337923 0.364448 
17.08 -0.61845 0.0104957 0.376817 
17.1 -0.611021 0.0175736 0.389038 
17.12 -0.603491 0.0246113 0.401108 
17.14 -0.595863 0.0316075 0.413025 
17.16 -0.588138 0.0385608 0.424788 
17.18 -0.580319 0.0454699 0.436394 
17.2 -0.572409 0.0523334 0.447842 
17.22 -0.56441 0.05915 0.45913 
17.24 -0.556323 0.0659184 0.470257 
17.26 -0.548151 0.0726373 0.48122 
17.28 -0.539897 0.0793054 0.492018 
17.3 -0.531562 0.0859216 0.502649 
17.32 -0.52315 0.0924844 0.513112 
17.34 -0.514662 0.0989928 0.523405 
17.36 -0.5061 0.105446 0.533527 
17.38 -0.497467 0.111841 0.543477 
17.4 -0.488766 0.118179 0.553252 
17.42 -0.479998 0.124458 0.562852 
17.44 -0.471166 0.130676 0.572275 
17.46 -0.462272 0.136834 0.581521 
17.48 -0.453319 0.142928 0.590587 
17.5 -0.444309 0.148959 0.599473 
17.52 -0.435244 0.154926 0.608178 
17.54 -0.426126 0.160827 0.616701 
17.56 -0.416959 0.166661 0.62504 
17.58 -0.407743 0.172428 0.633195 
17.6 -0.398483 0.178126 0.641164 
17.62 -0.389179 0.183755 0.648948 
17.64 -0.379834 0.189313 0.656545 
17.66 -0.370451 0.1948 0.663954 
17.68 -0.361032 0.200215 0.671174 
17.7 -0.351579 0.205557 0.678206 
17.72 -0.342094 0.210825 0.685048 
17.74 -0.332581 0.216018 0.691699 
17.76 -0.32304 0.221136 0.69816 
17.78 -0.313475 0.226177 0.70443 
17.8 -0.303888 0.231142 0.710507 
17.82 -0.294281 0.236029 0.716393 
17.84 -0.284656 0.240837 0.722086 
17.86 -0.275015 0.245566 0.727586 
17.88 -0.265362 0.250215 0.732894 
17.9 -0.255697 0.254784 0.738008 
17.92 -0.246024 0.259272 0.742928 
17.94 -0.236345 0.263678 0.747655 
17.96 -0.226661 0.268001 0.752188 
17.98 -0.216975 0.272242 0.756528 
18 -0.20729 0.2764 0.760674 
18.02 -0.197607 0.280473 0.764626 
18.04 -0.187928 0.284463 0.768384 
18.06 -0.178257 0.288367 0.771949 
18.08 -0.168594 0.292186 0.775321 
18.1 -0.158942 0.295919 0.7785 
18.12 -0.149304 0.299566 0.781486 
18.14 -0.139681 0.303127 0.78428 
18.16 -0.130075 0.3066 0.786881 
18.18 -0.120489 0.309987 0.789291 
18.2 -0.110925 0.313285 0.79151 
18.22 -0.101384 0.316496 0.793537 
18.24 -0.0918686 0.319619 0.795375 
18.26 -0.0823812 0.322653 0.797022 
18.28 -0.0729236 0.325599 0.798481 
18.3 -0.0634977 0.328456 0.799751 
18.32 -0.0541055 0.331224 0.800833 
18.34 -0.044749 0.333902 0.801728 
18.36 -0.0354301 0.336491 0.802436 
18.38 -0.0261507 0.338991 0.802959 
18.4 -0.0169128 0.341401 0.803298 
18.42 -0.00771817 0.343721 0.803452 
18.44 0.00143128 0.345951 0.803423 
18.46 0.0105337 0.348092 0.803213 
18.48 0.0195873 0.350142 0.802821 
18.5 0.0285902 0.352103 0.802249 
18.52 0.0375407 0.353974 0.801498 
18.54 0.0464369 0.355756 0.80057 
18.56 0.0552773 0.357447 0.799464 
18.58 0.06406 0.359049 0.798183 
18.6 0.0727833 0.360561 0.796727 
18.62 0.0814456 0.361983 0.795098 
18.64 0.0900452 0.363317 0.793297 
18.66 0.0985805 0.364561 0.791326 
18.68 0.10705 0.365716 0.789185 
18.7 0.115452 0.366782 0.786876 
18.72 0.123785 0.36776 0.7844 
18.74 0.132047 0.368649 0.781759 
18.76 0.140237 0.36945 0.778954 
18.78 0.148353 0.370163 0.775987 
18.8 0.156395 0.370789 0.772859 
18.82 0.16436 0.371327 0.769572 
18.84 0.172247 0.371779 0.766127 
18.86 0.180054 0.372143 0.762526 
18.88 0.187781 0.372422 0.758771 
18.9 0.195426 0.372615 0.754862 
18.92 0.202988 0.372722 0.750802 
18.94 0.210465 0.372744 0.746593 
18.96 0.217856 0.372681 0.742236 
18.98 0.22516 0.372535 0.737733 
19 0.232375 0.372304 0.733085 
19.02 0.239502 0.37199 0.728295 
19.04 0.246537 0.371594 0.723364 
19.06 0.253481 0.371115 0.718295 
19.08 0.260331 0.370555 0.713088 
19.1 0.267088 0.369913 0.707746 
19.12 0.27375 0.369191 0.702271 
19.14 0.280315 0.368389 0.696665 
19.16 0.286783 0.367507 0.690929 
19.18 0.293154 0.366547 0.685066 
19.2 0.299425 0.365508 0.679078 
19.22 0.305597 0.364391 0.672966 
19.24 0.311667 0.363198 0.666733 
19.26 0.317636 0.361929 0.66038 
19.28 0.323503 0.360583 0.65391 
19.3 0.329266 0.359163 0.647324 
19.32 0.334925 0.357669 0.640626 
19.34 0.34048 0.356101 0.633816 
19.36 0.345928 0.354461 0.626898 
19.38 0.351271 0.352748 0.619872 
19.4 0.356506 0.350965 0.612742 
19.42 0.361634 0.34911 0.60551 
19.44 0.366654 0.347187 0.598176 
19.46 0.371565 0.345194 0.590745 
19.48 0.376367 0.343133 0.583218 
19.5 0.381059 0.341004 0.575597 
19.52 0.38564 0.33881 0.567884 
19.54 0.390111 0.336549 0.560082 
19.56 0.39447 0.334224 0.552192 
19.58 0.398718 0.331835 0.544218 
19.6 0.402853 0.329383 0.536161 
19.62 0.406877 0.326869 0.528023 
19.64 0.410787 0.324293 0.519808 
19.66 0.414584 0.321657 0.511516 
19.68 0.418268 0.318962 0.50315 
19.7 0.421838 0.316208 0.494714 
19.72 0.425294 0.313396 0.486208 
19.74 0.428636 0.310528 0.477635 
19.76 0.431864 0.307604 0.468998 
19.78 0.434978 0.304625 0.460298 
19.8 0.437977 0.301592 0.451539 
19.82 0.440861 0.298506 0.442722 
19.84 0.443631 0.295368 0.433849 
19.86 0.446285 0.292179 0.424923 
19.88 0.448826 0.288941 0.415947 
19.9 0.451251 0.285653 0.406922 
19.92 0.453562 0.282317 0.39785 
19.94 0.455758 0.278935 0.388735 
19.96 0.457839 0.275506 0.379579 
19.98 0.459806 0.272032 0.370382 
20 0.461659 0.268515 0.361149 
